Product,Brand,Ingredients,Price
Kakadu C 20% Vitamin C Serum with Ferulic Acid & Vitamin E,Dermadoctor,"Aqua (Water), 3-O-Ethyl Ascorbic Acid, Ethoxydiglycol, Glycerin, PEG-40 Hydrogenated Castor Oil, Butylene Glycol, Citric Acid, Terminalia Ferdinandiana (Kakadu) Fruit Extract, Epigallocatechin Gallate, Tocopherol, Alcohol, Sodium Citrate, Phenoxyethanol, Triethanolamine, Ferulic Acid, Caprylyl Glycol, Ethylhexylglycerin, Disodium EDTA, Hexylene Glycol, Panthenol, Sodium Hyaluronate.",rice$71.25Original Price$95.00
All The Feels Moodmasks,Patchology,"The Good Fight:Water, Glycerin, Methylpropanediol, Dipropylene Glycol, 1,2-Hexanediol, Mentha Piperita (Peppermint) Leaf Extract, Camellia Sinensis Leaf Extract, Salix Alba (Willow) Bark Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Sodium Hyaluronate, Allantoin, Butylene Glycol, Glycereth-26, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Polyacrylate, Ethylhexyl Stearate, Arginine, PEG-40 Hydrogenated Castor Oil, PEG/PPG-17/6 Copolymer, Glyceryl Acrylate/Acrylic Acid Copolymer, PVM/MA Copolymer, Polyglyceryl-10 Myristate, Trideceth-6, Polyglyceryl-10 Laurate, Carbomer, Disodium EDTA, Ethylhexylglycerin, Fragrance.Just Let It Glow:Water, Butylene Glycol, Methylpropanediol, Glycereth-26, 1,2-Hexanediol, Pyrus Communis (Pear) Fruit Extract, Terminalia Ferdinandiana Fruit Extract, Hippophae Rhamnoides Fruit Extract, Niacinamide, Betaine, Allantoin, Dipotassium Glycyrrhizate, Glycerin, Arginine, Glyceryl Acrylate/Acrylic Acid Copolymer, Carrageenan, Propanediol, Polyglyceryl-10 Laurate, PVM/MA Copolymer, Carbomer, Tin Oxide, Synthetic Fluorphlogopite, Titanium Dioxide (CI 77891), Disodium EDTA, Ethylhexylglycerin, Fragrance.Get Dewy With It:Water, Butylene Glycol, Glycerin, Glycereth-26, 1,2-Hexanediol, PEG/PPG-17/6 Copolymer, Sodium Hyaluronate, Hizikia Fusiforme Extract, Honey Extract, Opuntia Ficus-Indica Extract, Selaginella Lepidophylla Extract, Dipotassium Glycyrrhizate, Allantoin, Betaine, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-60 Hydrogenated Castor Oil, Arginine, Hydroxyethylcellulose,Glyceryl Acrylate/Acrylic Acid Copolymer, PVM/MA Copolymer, Carbomer, Sodium Acetate, Cellulose, Disodium EDTA, Ethylhexylglycerin, Fragrance.Rejuvenating Eye Gels:Aqua (Water, Eau), Glycerin, Butylene Glycol, Ceratonia Siliqua Gum, Urea and Yeast Amino Acids and Trehalose and Inositol and Taurine and Betaine, Caffeine, Chondrus Crispus Powder, Galactomyces Ferment Filtrate, Aurebasidium Pullulans Ferment, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Collagen, Allantoin, Lavandula Angustifolia (Lavender) Flower Extract and Monarda Didyma Leaf Extract and Mentha Piperita (Peppermint) Leaf Extract and Freesia Alba Flower Extract and Rosmarinus Officinalis (Rosemary) Leaf Extract and Chamomilla Recutita (Martricaria) Flower Extract, PEG-60 Hydrogenated Castor Oil, Centella Asiaticia Extract, Mica and Titanium Dioxide, Snail Secretion Filtrate, Sodium Hyaluronate, Acetyl Glucosamine, Cyamopsis Tetragonoloba (Guar) Gum, Portulaca Oleracea Extract, Methylparaben, Chlorphenesin, Phenoxyethanol, Calcium Chloride, Ultramarines, Adenosine, Disodium EDTA, Fragrance.",15.00
Propolis Light Ampule,COSRX,"Propolis Extract, Butylene Glycol, Glycerin, Betaine, 1,2-Hexanediol, Cassia Obtusifolia Seed Extract, Sodium Hyaluronate, Hydroxyethylcellulose, Carbomer, Panthenol, Arginine.",28.00
Royal Honey Propolis Enrich Essence,Skinfood,"Propolis Extract, Honey Extract, Royal Jelly Extract, Butylene Glycol, Dipropylene Glycol, Portulaca Oleracea Extract, Glycerin, Beta-Glucan, Lactobacillus Ferment, Saccharomyces Ferment, Sodium Hyaluronate, Hydroxyethylcellulose, Disodium Edta, Carbomer, Arginine.",39.00
Redness Relief Essence,Dermalogica,"Water/Aqua/Eau, Aloe Barbadensis (Aloe) Leaf Juice, Avena Sativa (Oat) Kernel Flour, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, Propanediol, Avena Sativa (Oat) Meal Extract, Hordeum Vulgare Powder, Salvia Officinalis (Sage) Leaf Extract, Dipotassium Glycyrrhizate, Piperonyl Glucoside, Lavandula Hybrida Oil, Hydroxyacetophenone, Eucalyptus Globulus Leaf Oil, Tetrasodium Glutamate Diacetate, Lavandula Spica (Lavender) Flower Oil, Xanthan Gum, Citric Acid, Sodium Hydroxide, Linalool,* Limonene,* Potassium Sorbate.*Linalool and Limonene have not been added to the formula, but are natural components of the Lavender essential oil in the formula.",42.00
AC Clear Treatment Mask,Leaders,"Water, Methylpropanediol, Butylene Glycol, Glycerin, Dipropylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Acer saccharum (Sugar Maple) extract, Portulaca Oleracea Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Snail Secretion Filtrate, Xanthan Gum, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 60, Sorbitan Isostearate, Fragrance, Sodium Hyaluronate, Artemisia Capillaris Flower Extract, Ecklonia Cava Extract, Houttuynia Cordata Extract, Ledum Palustre Extract, Saururus Chinensis Extract, Achillea Millefolium Extract, Arnica Montana Flower Extract, Artemisia Absinthium Extract, Gentiana Lutea Root Extract, (-)-alpha-bisabolol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Palmitoyl Tripeptide-5, Caesalpinia Sappan Bark Extract, Magnolia Obovata Bark Extract, Terminalia Chebula Fruit Extract.",5.00
Immortelle Overnight Reset Oil-in-Serum,L'Occitane,"Aqua/Water, Propanediol, Glycerin, Isononyl Isononanoate, Butylene Glycol, Pentylene Glycol, Dextrin Palmitate / Ethylhexanoate, Limnanthes Alba (Meadowfoam) Seed Oil, Helichrysum Italicum Flower Oil, Origanum Majorana Leaf Extract, Acmella Oleracea Extract, Marjoram Extract, Helianthus Annuus (Sunflower) Seed Oil, Adenosine, Phenoxyethanol, Carbomer, Maltodextrin, Sodium Hydroxide, Palmitic Acid, Disodium Edta, Cellulose Gum, Amodimethicone, Tocopherol, Parfum/Fragrance, Ci 75130 / Beta-Carotene.",59.00
Ultimate Miracle Worker Multi-Rejuvenating Retinol + Superfood Oil Pads,Philosophy,"Cyclopentasiloxane, Dimethicone, Tetrahexyldecyl Ascorbate, Caprylic/Capric Glycerides, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Bisabolol, C12-15 Alkyl Benzoate, Squalene, Plukenetia Volubilis Seed Oil, Retinol, BHT, Cocos Nucifera (Coconut) Oil, Medicago Sativa (Alfalfa) Extract, Olea Europaea (Olive) Fruit Oil, Carthamus Tinctorius (Safflower) Seed Oil, Orchis Mascula Flower Extract, Punica Granatum Seed Oil, Farnesol, Tocopherol.",76.00
Hyaluronic Sea Serum,OSEA,"Water, Gigartina Skottsbergii Extract*, Macrocystis Pyrifera Extract*, Undaria Pinnatifida Extract*, Sodium Hyaluronate, Hyaluronic Acid, Potassium Sorbate, Citric Acid, Lonicera Caprifolium Extract, Lonicera Japonica Extract, Chlorophyll.*Organic Ingredient",88.00
Two in One Poreless Power Liquid,COSRX,"Salix Alba (Willow) Bark Water, Butylene Glycol, Hydroxypropyl Cyclodextrin, Water, Pentylene Glycol, 1 ,2-Hexanediol, Betaine Salicylate, Arginine, Betaine, PEG-60 Hydrogenated Castor Oil, Allantoin, Panthenol, Ethylhexylglycerin, Sodium Hyaluronate, Carboomer, Cassia Obtusifolia Seed Extract, Menthyl Lactate, Mentha Haplocalix Extract.",24.00
Turbo Booster C Powder,Philosophy,"Ascorbic Acid, Panthenol, Zinc Pca, Copper PCA, Camellia Oleifera Leaf Juice, Dipotassium Glycyrrhizate, Arginine, Cysteine, Aloe Barbadensis Leaf Juice.",39.00
DD Eye Dermatologically Defining Eye Radiance Cream SPF 30,Dermadoctor,"Albizia Julibrissin Bark Extract, Aloe Barbadensis Leaf Juice, Alumina, Aminomethyl Propanol, Argania Spinosa Kernel Oil, Bisabolol, C12-15 Alkyl Benzoate, Caffeine, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Caprylic/Capric Triglyceride, Caprylyl Glycol, Cellulose Gum, Ceramide NG, Cetearyl Alcohol, Citric Acid, Coco-Caprylate, Cocos Nucifera (Coconut) Oil, Darutoside, Ethylhexylglycerin, Glycerin, Hexylene Glycol, Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Isostearic Acid, Jojoba Esters, Lauryl Glucoside, Lecithin, Mica, Microcrystalline Cellulose, Palmitoyl Hexapeptide-12, Phenoxyethanol, Phytic Acid, Polyglyceryl-2 Dipolyhydroxystearate, Polyglceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Sodium Stearoyl Lactylate, Stearic Acid, Tocopherol, Tocopheryl Acetate, Tribehenin, Water, Xanthan Gum.",rice$21.00Original Price$28.00
Revitalift Derm Intensives Night Serum with 0.3% Pure Retinol,L'Oréal,"Aqua / Water, Glycerin, Alcohol Denat., Glycine Soja Oil / Soybean Oil, Isononyl Isononanoate, Pentylene Glycol, Dicaprylyl Ether, Propylene Glycol, Peg-6 Caprylic/Capric Glycerides, Ppg-6-Decyltetradeceth-30, Dicaprylyl Carbonate, Glyceryl Isostearate, Sodium Hyaluronate, Retinol, Ammonium Polyacryloyldimethyl Taurate, Caprylyl Glycol, Citric Acid, Trisodium Ethylenediamine Disuccinate, Xanthan Gum, Butylene Glycol, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Phenoxyethanol Fil Code B249713/1.",36.99
Golden Pig Collagen Bounce Mask,TONYMOLY,"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, 1,2-Hexanediol, PVP, PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether, Sodium Polyacrylate, Mica, PEG-60 Hydrogenated Castor Oil, Titanium Dioxide, Octyldodeceth-16, Allantoin, Carbomer, Fragrance, CI 77491 (Iron Oxides), Disodium EDTA, Portulaca Oleracea Extract, Hydrolyzed Collagen, Squalane, Propolis Extract, Royal Jelly Extract, Phellinus Linteus Extract, Gold, Honey Extract, Arctium Lappa Root Extract, Cetyl Ethylhexanoate, Neopentyl Glycol Diheptanoate, Hydrogenated Phosphatidylcholine, Polyglyceryl-10 Myristate, Polyglyceryl-2 Stearate, Stearic Acid, Cetearyl Alcohol, Carthamus Tinctorius (Safflower) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Polyquaternium-51, Ceramide NP.",19.00
LiftActiv Vitamin C Brightening Skin Corrector,Vichy,"Ingredient Innovations:When skin is overwhelmed due to stress, lack of sleep and environmental exposure, the skin¿s defenses can become overworked. This reaction results in skin stress and in turn contributes to skin aging. For the 1st time from Vichy, our formula with antioxidants developed with a high concentration of 15% Pure Vitamin C from pure ascorbic acid combined with Natural Origin Hyaluronic Acid helps fight against the signs of skin aging.15% Pure Vitamin C from pure ascorbic acid, the most bioavailable form of Vitamin C, is an antioxidant known to help brighten skin, help reduce the appearance of several signs of skin aging, and help protect against skin stress.Natural Origin Hyaluronic Acid helps improve penetration in skin and helps your skin retain moisture. Of natural origin as they retain more than 50% of their molecular structure after being processed from a natural source.Only 11 Ingredients:Aqua/Water, Ascorbic Acid, Alcohol Denat., Dipropylene Glycol, Glycerin, Laureth-23, Neohesperidin Dihydrochalcone, Sodium Hydroxide, Tocopherol, Hydrolyzed Hyaluronic Acid, Pinus Pinaster Bark/Bud Extract.",28.50
Instant FIRMx,Peter Thomas Roth,"Water (Aqua), Butylene Glycol, Glycerin, Sodium Silicate, Sodium Magnesium Fluorosilicate, Magnesium Aluminum Silicate, Urea, Diazolidinyl Urea, Symphytum Officinale Leaf Extract, Foeniculum Vulgare (Fennel) Seed Extract, Panthenol, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Phospholipids, Chondrus Crispus (Carrageenan), Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben, Ethylparaben, Butylparaben, Isobutylparaben.",48.00
Sea & C Love Vitamin Serum,Pacifica,"Aqua, Glycerin, 3-O-Ethyl Ascorbic Acid (Vitamin C), Macrocystis Pyrifera (Kelp) Extract, Gelidiella Acerosa (Red Seaweed) Extract, Monostroma Nitidum Thallus (Green Algae) Extract, Spirulina Maxima (Algae) Extract, Camellia Sinensis (Green Tea) Leaf Extract,Saccharomyces/Xylinum/Black Tea Ferment, Sodium Hyaluronic, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Amino-Esters-1, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruitextract, Aloe Barbadensis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Lawsonia Inermis (Henna) Flower/Fruit/Leaf Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Brassica Campestris/Aleurites Fordi Oil Copolymer, Sodiumcitrate, Hydroxylethylcellulose, Phenoxyethanol, Ethylhexylglycerin, Parfum (Natural).",16.00
In The Honey Mask,Bliss,"Water (Aqua) (Eau), Glycerin, Disiloxane, Betaine, Hydrogenated Poly(C6-14 Olefin), Glycosyl Trehalose, 1,2-Hexanediol, Dimethicone, Dimethiconol, Hydrogenated Starch Hydrolysate, Honey (Mel) (Miel), Honey Extract (Mel Extract) (Extrait de miel), Propolis Extract, Hamamelis Virginiana (Witch Hazel) Extract, Theobroma Cacao (Cocoa) Seed Extract, Lavandula Angustifolia (Lavender) Oil, Squalane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 60, Sorbitan Isostearate, Dextrin, Polyglyceryl-10 Laurate, Hydrogenated Polydecene, Carbomer, Alcohol, Butylene Glycol, Tromethamine, Disodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Sodium Hydroxide, Yellow 5 (CI 19140), Yellow 6 (CI 15985), Red 4 (CI 14700)Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",16.00
Mighty Marshmallow Mask,Bliss,"Water (Aqua) (Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Hydroxyethyl Urea, PEG/PPG-17/6 Copolymer, Olea Europaea (Olive) Fruit Oil, Cetearyl Alcohol, Cetyl Ethylhexanoate, Ascorbic Acid, Tocopheryl Acetate, Ascorbyl Glucoside, Sodium Ascorbyl Phosphate, Olea Europaea (Olive) Leaf Extract, Phyllanthus Emblica Fruit Extract, Opuntia Coccinellifera Fruit Extract, Althaea Officinalis Root Extract, Hydrolyzed Acacia Macrostachya Seed Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantifolia (Lime) Oil, Citrus Limon (Lemon) Peel Oil, Eucalyptus Globulus Leaf Oil, Pinus Sylvestris Leaf Oil, Zinc PCA, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Polysorbate 20, Polysorbate 60, Stearic Acid, Glyceryl Stearate, Sorbitan Stearate, Sorbitan Isostearate, PEG-100 Stearate, Polyacrylate-13, Dimethicone, Caprylyl Glycol, Sodium Acrylates Crosspolymer-2, Polyisobutene, Maltodextrin, Disodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Chlorphenesin, Tetrasodium Pyrophosphate, Limonene, Titanium Dioxide (CI 77891), Red 33 (CI 17200)Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",16.00
Essential Fx Acyl-Glutathione Deep Crease Serum,Perricone MD,,179.00
SkinRise Bionic Tonic,Exuviance,"Aqua/water/eau, Butylene Glycol, Polysorbate 80, Gluconolactone, Propylene Glycol, Lactobionic Acid, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Retinyl Palmitate, Arginine, Glycerin, Chondrus Crispus Extract, Mentha Piperita (peppermint) Oil, Eucalyptus Globulus Leaf Oil, Cucumis Sativus (cucumber) Fruit Extract, Citrus Grandis (grapefruit) Peel Oil, Camellia Sinensis Leaf Extract, Menthyl Lactate, Polysorbate 20, Citric Acid, Ammonium Hydroxide, Disodium EDTA, Chlorphenesin, Phenoxyethanol, Methylparaben, Parfum (fragrance), Hexyl Cinnamal, Butylphenyl Methylpropional, Limonene, Blue 1 (CI 42090), Yellow 5 (CI 19140).",rice$33.75Original Price$45.00
Icelandic Youth Serum with Red Algae,Skyn Iceland,"Water/Aqua/Eau*, Hydroxyethylcellulose*, Angelica Archangelica Root Water**, Dimethyl Isosorbide*, Astaxanthin*, Ergothioneine, Oxycoccus Palustris (Arctic Cranberry) Seed Oil*, Rubus Chamaemorus (Arctic Cloudberry) Seed Oil*, Fullerenes, Propanediol*, Haematococcus Pluvialis Extract*, Camelina Sativa Seed Oil*, Thymus Vulgaris (Thyme) Flower/Leaf Extract*~, Buddleja Davidii Extract*~, Glycerin*, Zinc PCA, Simmondsia Chinensis (Jojoba) Seed Oil*, Panax Ginseng Root Extract*, Glycosphingolipids*, Hippophae Rhamnoides Fruit Oil*, Perfluorodecalin, Tocopherol, Tocopheryl Acetate, Xanthan Gum*, Ethylhexylglycerin, Rosmarinus Officinalis (Rosemary) Extract*, Helianthus Annuus (Sunflower) Seed Oil*, Sodium Phytate, Butylene Glycol, Phenoxyethanol, Hydroxyacetophenone, PVP, Sucrose Palmitate*, Citric Acid*, Potassium Sorbate, Sodium Benzoate.**Component of Icelandic Glacial Water*Natural or naturally derived~ Ecocert",46.00
Rainfall 2% Hyaluronic Acid Serum,Fourth Ray Beauty,"Water, Glycerin, Sodium Hyaluronate, Propanediol, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Cucumis Sativus (Cucumber) Fruit Water, Cucumis Sativus (Cucumber) Fruit Extract, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Juice, Sodium Carrageenan, Phyllostachis Bambusoides Juice, Sea Salt, Quartz, Caprylic/Capric Triglyceride, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Phenoxyethanol.",16.00
Vitamin C Ester Brightening Amine Face Lift,Perricone MD,"Water, L-Tyrosine, Dimethyl MEA (DMAE), Ascorbyl Tetraisopalmitate, Tetrahexyldecyl Ascorbate, Isopropyl Palmitate, Glycolic Acid, Ascorbyl Palmitate, Cetearyl Alcohol, Hydroxylated Lecithin, Glyceryl Stearate, PEG-100 Stearate, Benzyl Alcohol, Ceteareth-20, Rhodiola Rosea Root Extract, Camellia Oleifera (Green Tea) Leaf Extract, Pinus Pinaster Bark Extract, Elaeis Guineensis (Palm) Oil, Magnesium Aspartate, Zinc Gluconate, Pyridoxine HCl, Pantethine, Tocotrienols, Dimethicone, Resveratrol, Disodium EDTA, Tocopherol, Sodium Hyaluronate, Copper Complex Gluconate, Parfum (Fragrance), Astaxanthin",99.00
Peptide 21 Wrinkle Resist Serum,Peter Thomas Roth,"Water/Aqua/Eau, Glycerin, Rosa Centifolia Flower Water, Isopropyl Myristate, Squalane, Mannitol, Butylene Glycol, Natto Gum, Tripeptide-10 Citrulline, Acetyl Octapeptide-3, Palmitoyl Hexapeptide-12, Acetyl Tetrapeptide-11, Acetyl Hexapeptide-8, Acetyl Hexapeptide-1, Palmitoyl Oligopeptide, Acetyl Tetrapeptide-9, Acetyl Tetrapeptide-2, Tripeptide-1, Palmitoyl Tetrapeptide-7, Hexapeptide-11, Dipeptide Diaminobutyroyl  Benzylamide Diacetate, Palmitoyl Tripeptide-5, Trifluoroacetyl Tripeptide-2, Palmitoyl Tripeptide-1, Sodium Polyglutamate, Sodium Hyaluronate, Tocopheryl Acetate, Retinyl Palmitate, Ascorbic Acid, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Lecithin, Pseudoalteromonas Ferment Extract, Acrylates Copolymer, Magnesium Chloride, Polysorbate 20, Dimethyl Isosorbide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Leuconostoc/Radish Root Ferment Filtrate, Peg-8 Dimethicone, Disodium Phosphate, Carbomer, Dextran, Sodium Lactate, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Xanthan Gum, Triethanolamine, Sodium Phosphate, Octyldodecanol, Silica, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Sodium Hydroxide, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",125.00
Face Moisturiser With Argan Powder,UpCircle,"Aqua, Helianthus Annuus Seed Oil*, Butyrospermum Parkii (Shea) Butter*, Theobroma Cacao (Cocoa) Butter*, Glyceryl Stearate, Cetearyl Alcohol, Glycerin, Benzyl Alcohol, Argania Spinosa (Argan) Kernel Powder, Citrus Aurantium Dulcis (Orange) Peel Oil, Linum Usitatissimum (Linseed) Oil*, Olea Europaea (Olive) Fruit Oil*, Sodium Stearoyl Glutamate, Sucrose Stearate, Coco Glucoside, Xanthan Gum, Aloe Barbadensis Leaf Extract*, Coconut Alcohol, Citrus Limonum Peel Oil, Tocopherol, Salicylic Acid, Sorbic Acid, Boswellia Carterii Oil, Salvia Sclarea Oil, Lactic Acid, Dehydroacetic Acid, Citrus Aurantium Amara Leaf Oil, ^Limonene, ^Linalool, ^Citral. ^Natural constituent of essential oils listed.",24.00
Travel Size Midnight Recovery Concentrate,Kiehl's Since 1851,"Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Squalane, Rosa Canina Fruit Oil, Oenothera Biennis Oil/Evening Primrose Oil, Simmondsia Chinensis Oil/Jojoba Seed Oil, Coriandrum Sativum Oil/Coriander Seed Oil, Tocopherol, Lavandula Angustifolia Oil/Lavender Oil, Pelargonium Graveolens Flower Oil, Linalool, Rosmarinus Officina-lis Leaf Oil/Rosemary Leaf Oil, Citronellol, Geraniol, Lavandula Hybrida Oil, Cucumis Sativus Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Limonene, Citral, Sclareolide, Rosa Spp/Rose Flower Oil, Jasminum Officinale Extract/Jasmine Extract, Helianthus Annuus Seed Oil/Sunflower Seed Oil.",29.00
Cellufirm Drops,Mario Badescu,"Aqua (Water, Eau), Zea Mays (Corn) Oil, Glycerin,  Stearic Acid, Propylene Glycol, Triethanolamine, Tocopheryl Acetate, Urea, Hydrolyzed Elastin, RNA, Oligopeptide-5, Retinyl Palmitate, Hydrolyzed Glycosaminoglycans, Collagen, Pollen Extract, Glycine Soja (Soybean) Seed Extract, Olea Europaea (Olive) Fruit Extract,  Fucus Vesiculosus Extract, Sodium Hyaluronate, Triticum Vulgare (Wheat) Germ Extract, Carrageenan, Carbomer, Glyceryl Acrylate/Acrylic Acid Copolymer, Sclerotium Gum, Parfum (Fragrance), Sodium Chloride, Diazolidinyl Urea, Methylparaben, Propylparaben, Phenoxyethanol, Geraniol, Limonene, Linalool, Alpha-Isomethyl Ionone, CI 19140 (Yellow 5), CI 42090 (Blue 1)",25.00
